State,Season,MMWR Week,Week ending date,Age Category,Sex,Race,Rate,Cumulative Rate
Connecticut,2022-2023,43,10/29/2022 12:00:00 AM,----75-84 years,Overall,Overall,1.8,12.5
Connecticut,2022-2023,44,11/05/2022 12:00:00 AM,----75-84 years,Overall,Overall,1.8,14.3
Connecticut,2022-2023,45,11/12/2022 12:00:00 AM,----75-84 years,Overall,Overall,7.1,21.4
Connecticut,2022-2023,46,11/19/2022 12:00:00 AM,----75-84 years,Overall,Overall,5.3,26.7
Connecticut,2022-2023,47,11/26/2022 12:00:00 AM,----75-84 years,Overall,Overall,16,42.8
Connecticut,2022-2023,48,12/03/2022 12:00:00 AM,----75-84 years,Overall,Overall,7.1,49.9
Connecticut,2022-2023,49,12/10/2022 12:00:00 AM,----75-84 years,Overall,Overall,8.9,58.8
Connecticut,2022-2023,50,12/17/2022 12:00:00 AM,----75-84 years,Overall,Overall,3.6,62.4
Connecticut,2022-2023,51,12/24/2022 12:00:00 AM,----75-84 years,Overall,Overall,3.6,65.9
Connecticut,2022-2023,52,12/31/2022 12:00:00 AM,----75-84 years,Overall,Overall,0,65.9
Connecticut,2022-2023,1,01/07/2023 12:00:00 AM,----75-84 years,Overall,Overall,5.3,71.3
Connecticut,2022-2023,2,01/14/2023 12:00:00 AM,----75-84 years,Overall,Overall,5.3,76.6
Connecticut,2022-2023,3,01/21/2023 12:00:00 AM,----75-84 years,Overall,Overall,5.3,82
Connecticut,2022-2023,4,01/28/2023 12:00:00 AM,----75-84 years,Overall,Overall,3.6,85.6
Connecticut,2022-2023,5,02/04/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,85.6
Connecticut,2022-2023,6,02/11/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,85.6
Connecticut,2022-2023,7,02/18/2023 12:00:00 AM,----75-84 years,Overall,Overall,1.8,87.3
Connecticut,2022-2023,8,02/25/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,87.3
Connecticut,2022-2023,9,03/04/2023 12:00:00 AM,----75-84 years,Overall,Overall,1.8,89.1
Connecticut,2022-2023,10,03/11/2023 12:00:00 AM,----75-84 years,Overall,Overall,1.8,90.9
Connecticut,2022-2023,11,03/18/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,90.9
Connecticut,2022-2023,12,03/25/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,90.9
Connecticut,2022-2023,13,04/01/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,90.9
Connecticut,2022-2023,14,04/08/2023 12:00:00 AM,----75-84 years,Overall,Overall,1.8,92.7
Connecticut,2022-2023,15,04/15/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,16,04/22/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,17,04/29/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,18,05/06/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,19,05/13/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,20,05/20/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,21,05/27/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,22,06/03/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,23,06/10/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,24,06/17/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,25,06/24/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,26,07/01/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,27,07/08/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,28,07/15/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,29,07/22/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,30,07/29/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,31,08/05/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,32,08/12/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,33,08/19/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,34,08/26/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,35,09/02/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,36,09/09/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,37,09/16/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,38,09/23/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,39,09/30/2023 12:00:00 AM,----75-84 years,Overall,Overall,0,92.7
Connecticut,2022-2023,40,10/08/2022 12:00:00 AM,----85+ years,Overall,Overall,3.7,3.7
Connecticut,2022-2023,41,10/15/2022 12:00:00 AM,----85+ years,Overall,Overall,3.7,7.5
Connecticut,2022-2023,42,10/22/2022 12:00:00 AM,----85+ years,Overall,Overall,0,7.5
Connecticut,2022-2023,43,10/29/2022 12:00:00 AM,----85+ years,Overall,Overall,3.7,11.2
Connecticut,2022-2023,44,11/05/2022 12:00:00 AM,----85+ years,Overall,Overall,11.2,22.4
Connecticut,2022-2023,45,11/12/2022 12:00:00 AM,----85+ years,Overall,Overall,7.5,29.9
Connecticut,2022-2023,46,11/19/2022 12:00:00 AM,----85+ years,Overall,Overall,7.5,37.3
Connecticut,2022-2023,47,11/26/2022 12:00:00 AM,----85+ years,Overall,Overall,7.5,44.8
Connecticut,2022-2023,48,12/03/2022 12:00:00 AM,----85+ years,Overall,Overall,11.2,56
Connecticut,2022-2023,49,12/10/2022 12:00:00 AM,----85+ years,Overall,Overall,18.7,74.7
Connecticut,2022-2023,50,12/17/2022 12:00:00 AM,----85+ years,Overall,Overall,7.5,82.1
Connecticut,2022-2023,51,12/24/2022 12:00:00 AM,----85+ years,Overall,Overall,3.7,85.9
Connecticut,2022-2023,52,12/31/2022 12:00:00 AM,----85+ years,Overall,Overall,7.5,93.3
Connecticut,2022-2023,1,01/07/2023 12:00:00 AM,----85+ years,Overall,Overall,0,93.3
Connecticut,2022-2023,2,01/14/2023 12:00:00 AM,----85+ years,Overall,Overall,3.7,97.1
Connecticut,2022-2023,3,01/21/2023 12:00:00 AM,----85+ years,Overall,Overall,3.7,100.8
Connecticut,2022-2023,4,01/28/2023 12:00:00 AM,----85+ years,Overall,Overall,3.7,104.5
Connecticut,2022-2023,5,02/04/2023 12:00:00 AM,----85+ years,Overall,Overall,3.7,108.3
Connecticut,2022-2023,6,02/11/2023 12:00:00 AM,----85+ years,Overall,Overall,0,108.3
Connecticut,2022-2023,7,02/18/2023 12:00:00 AM,----85+ years,Overall,Overall,11.2,119.5
Connecticut,2022-2023,8,02/25/2023 12:00:00 AM,----85+ years,Overall,Overall,7.5,126.9
Connecticut,2022-2023,9,03/04/2023 12:00:00 AM,----85+ years,Overall,Overall,3.7,130.7
Connecticut,2022-2023,10,03/11/2023 12:00:00 AM,----85+ years,Overall,Overall,0,130.7
Connecticut,2022-2023,11,03/18/2023 12:00:00 AM,----85+ years,Overall,Overall,3.7,134.4
Connecticut,2022-2023,12,03/25/2023 12:00:00 AM,----85+ years,Overall,Overall,3.7,138.1
Connecticut,2022-2023,13,04/01/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,14,04/08/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,15,04/15/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,16,04/22/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,17,04/29/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,18,05/06/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,19,05/13/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,20,05/20/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,21,05/27/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,22,06/03/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,23,06/10/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,24,06/17/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,25,06/24/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,26,07/01/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,27,07/08/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,28,07/15/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,29,07/22/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,30,07/29/2023 12:00:00 AM,----85+ years,Overall,Overall,0,138.1
Connecticut,2022-2023,31,08/05/2023 12:00:00 AM,----85+ years,Overall,Overall,3.7,141.9
Connecticut,2022-2023,32,08/12/2023 12:00:00 AM,----85+ years,Overall,Overall,0,141.9
Connecticut,2022-2023,33,08/19/2023 12:00:00 AM,----85+ years,Overall,Overall,0,141.9
Connecticut,2022-2023,34,08/26/2023 12:00:00 AM,----85+ years,Overall,Overall,3.7,145.6
Connecticut,2022-2023,35,09/02/2023 12:00:00 AM,----85+ years,Overall,Overall,0,145.6
Connecticut,2022-2023,36,09/09/2023 12:00:00 AM,----85+ years,Overall,Overall,3.7,149.3
Connecticut,2022-2023,37,09/16/2023 12:00:00 AM,----85+ years,Overall,Overall,0,149.3
Connecticut,2022-2023,38,09/23/2023 12:00:00 AM,----85+ years,Overall,Overall,0,149.3
Connecticut,2022-2023,39,09/30/2023 12:00:00 AM,----85+ years,Overall,Overall,0,149.3
Connecticut,2022-2023,40,10/08/2022 12:00:00 AM,0-17 (Children),Overall,Overall,9.6,9.6
Connecticut,2022-2023,41,10/15/2022 12:00:00 AM,0-17 (Children),Overall,Overall,17.3,26.9
Connecticut,2022-2023,42,10/22/2022 12:00:00 AM,0-17 (Children),Overall,Overall,15.7,42.6
Connecticut,2022-2023,43,10/29/2022 12:00:00 AM,0-17 (Children),Overall,Overall,18.8,61.4
Connecticut,2022-2023,44,11/05/2022 12:00:00 AM,0-17 (Children),Overall,Overall,19.8,81.2
Connecticut,2022-2023,45,11/12/2022 12:00:00 AM,0-17 (Children),Overall,Overall,20.3,101.5
Connecticut,2022-2023,46,11/19/2022 12:00:00 AM,0-17 (Children),Overall,Overall,11.7,113.1
Connecticut,2022-2023,47,11/26/2022 12:00:00 AM,0-17 (Children),Overall,Overall,9.6,122.8
Connecticut,2022-2023,48,12/03/2022 12:00:00 AM,0-17 (Children),Overall,Overall,8.1,130.9
Connecticut,2022-2023,49,12/10/2022 12:00:00 AM,0-17 (Children),Overall,Overall,3,134
Connecticut,2022-2023,50,12/17/2022 12:00:00 AM,0-17 (Children),Overall,Overall,6.6,140.5
Connecticut,2022-2023,51,12/24/2022 12:00:00 AM,0-17 (Children),Overall,Overall,2,142.6
Connecticut,2022-2023,52,12/31/2022 12:00:00 AM,0-17 (Children),Overall,Overall,2.5,145.1
Connecticut,2022-2023,1,01/07/2023 12:00:00 AM,0-17 (Children),Overall,Overall,1,146.1
Connecticut,2022-2023,2,01/14/2023 12:00:00 AM,0-17 (Children),Overall,Overall,1,147.1
Connecticut,2022-2023,3,01/21/2023 12:00:00 AM,0-17 (Children),Overall,Overall,1.5,148.7
Connecticut,2022-2023,4,01/28/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0.5,149.2
Connecticut,2022-2023,5,02/04/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0.5,149.7
Connecticut,2022-2023,6,02/11/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0.5,150.2
Connecticut,2022-2023,7,02/18/2023 12:00:00 AM,0-17 (Children),Overall,Overall,1.5,151.7
Connecticut,2022-2023,8,02/25/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,151.7
Connecticut,2022-2023,9,03/04/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0.5,152.2
Connecticut,2022-2023,10,03/11/2023 12:00:00 AM,0-17 (Children),Overall,Overall,1.5,153.7
Connecticut,2022-2023,11,03/18/2023 12:00:00 AM,0-17 (Children),Overall,Overall,1.5,155.3
Connecticut,2022-2023,12,03/25/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,155.3
Connecticut,2022-2023,13,04/01/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,155.3
Connecticut,2022-2023,14,04/08/2023 12:00:00 AM,0-17 (Children),Overall,Overall,1,156.3
Connecticut,2022-2023,15,04/15/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,156.3
Connecticut,2022-2023,16,04/22/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,156.3
Connecticut,2022-2023,17,04/29/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,156.3
Connecticut,2022-2023,18,05/06/2023 12:00:00 AM,0-17 (Children),Overall,Overall,1,157.3
Connecticut,2022-2023,19,05/13/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,157.3
Connecticut,2022-2023,20,05/20/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,157.3
Connecticut,2022-2023,21,05/27/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,157.3
Connecticut,2022-2023,22,06/03/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,157.3
Connecticut,2022-2023,23,06/10/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,157.3
Connecticut,2022-2023,24,06/17/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,157.3
Connecticut,2022-2023,25,06/24/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,157.3
Connecticut,2022-2023,26,07/01/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,157.3
Connecticut,2022-2023,27,07/08/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,157.3
Connecticut,2022-2023,28,07/15/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,157.3
Connecticut,2022-2023,29,07/22/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0.5,157.8
Connecticut,2022-2023,30,07/29/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,157.8
Connecticut,2022-2023,31,08/05/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,157.8
Connecticut,2022-2023,32,08/12/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,157.8
Connecticut,2022-2023,33,08/19/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,157.8
Connecticut,2022-2023,34,08/26/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,157.8
Connecticut,2022-2023,35,09/02/2023 12:00:00 AM,0-17 (Children),Overall,Overall,1,158.8
Connecticut,2022-2023,36,09/09/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0.5,159.3
Connecticut,2022-2023,37,09/16/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0,159.3
Connecticut,2022-2023,38,09/23/2023 12:00:00 AM,0-17 (Children),Overall,Overall,1.5,160.8
Connecticut,2022-2023,39,09/30/2023 12:00:00 AM,0-17 (Children),Overall,Overall,0.5,161.4
Connecticut,2022-2023,40,10/08/2022 12:00:00 AM,0-4 years,Overall,Overall,32,32
Connecticut,2022-2023,41,10/15/2022 12:00:00 AM,0-4 years,Overall,Overall,62,94
Connecticut,2022-2023,42,10/22/2022 12:00:00 AM,0-4 years,Overall,Overall,60,154
Connecticut,2022-2023,43,10/29/2022 12:00:00 AM,0-4 years,Overall,Overall,62,215.9
Connecticut,2022-2023,44,11/05/2022 12:00:00 AM,0-4 years,Overall,Overall,62,277.9
Connecticut,2022-2023,45,11/12/2022 12:00:00 AM,0-4 years,Overall,Overall,78,355.9
Connecticut,2022-2023,46,11/19/2022 12:00:00 AM,0-4 years,Overall,Overall,44,399.9
Connecticut,2022-2023,47,11/26/2022 12:00:00 AM,0-4 years,Overall,Overall,36,435.9
Connecticut,2022-2023,48,12/03/2022 12:00:00 AM,0-4 years,Overall,Overall,30,465.9
Connecticut,2022-2023,49,12/10/2022 12:00:00 AM,0-4 years,Overall,Overall,12,477.9
Connecticut,2022-2023,50,12/17/2022 12:00:00 AM,0-4 years,Overall,Overall,22,499.9
Connecticut,2022-2023,51,12/24/2022 12:00:00 AM,0-4 years,Overall,Overall,4,503.9
Connecticut,2022-2023,52,12/31/2022 12:00:00 AM,0-4 years,Overall,Overall,10,513.9
Connecticut,2022-2023,1,01/07/2023 12:00:00 AM,0-4 years,Overall,Overall,4,517.9
Connecticut,2022-2023,2,01/14/2023 12:00:00 AM,0-4 years,Overall,Overall,4,521.9
Connecticut,2022-2023,3,01/21/2023 12:00:00 AM,0-4 years,Overall,Overall,6,527.9
Connecticut,2022-2023,4,01/28/2023 12:00:00 AM,0-4 years,Overall,Overall,2,529.9
Connecticut,2022-2023,5,02/04/2023 12:00:00 AM,0-4 years,Overall,Overall,0,529.9
Connecticut,2022-2023,6,02/11/2023 12:00:00 AM,0-4 years,Overall,Overall,0,529.9
Connecticut,2022-2023,7,02/18/2023 12:00:00 AM,0-4 years,Overall,Overall,2,531.9
Connecticut,2022-2023,8,02/25/2023 12:00:00 AM,0-4 years,Overall,Overall,0,531.9
Connecticut,2022-2023,9,03/04/2023 12:00:00 AM,0-4 years,Overall,Overall,2,533.9
Connecticut,2022-2023,10,03/11/2023 12:00:00 AM,0-4 years,Overall,Overall,6,539.9
Connecticut,2022-2023,11,03/18/2023 12:00:00 AM,0-4 years,Overall,Overall,4,543.9
Connecticut,2022-2023,12,03/25/2023 12:00:00 AM,0-4 years,Overall,Overall,0,543.9
Connecticut,2022-2023,13,04/01/2023 12:00:00 AM,0-4 years,Overall,Overall,0,543.9
Connecticut,2022-2023,14,04/08/2023 12:00:00 AM,0-4 years,Overall,Overall,2,545.9
Connecticut,2022-2023,15,04/15/2023 12:00:00 AM,0-4 years,Overall,Overall,0,545.9
Connecticut,2022-2023,16,04/22/2023 12:00:00 AM,0-4 years,Overall,Overall,0,545.9
Connecticut,2022-2023,17,04/29/2023 12:00:00 AM,0-4 years,Overall,Overall,0,545.9
Connecticut,2022-2023,18,05/06/2023 12:00:00 AM,0-4 years,Overall,Overall,4,549.9
Connecticut,2022-2023,19,05/13/2023 12:00:00 AM,0-4 years,Overall,Overall,0,549.9
Connecticut,2022-2023,20,05/20/2023 12:00:00 AM,0-4 years,Overall,Overall,0,549.9
Connecticut,2022-2023,21,05/27/2023 12:00:00 AM,0-4 years,Overall,Overall,0,549.9
Connecticut,2022-2023,22,06/03/2023 12:00:00 AM,0-4 years,Overall,Overall,0,549.9
Connecticut,2022-2023,23,06/10/2023 12:00:00 AM,0-4 years,Overall,Overall,0,549.9
Connecticut,2022-2023,24,06/17/2023 12:00:00 AM,0-4 years,Overall,Overall,0,549.9
Connecticut,2022-2023,25,06/24/2023 12:00:00 AM,0-4 years,Overall,Overall,0,549.9
Connecticut,2022-2023,26,07/01/2023 12:00:00 AM,0-4 years,Overall,Overall,0,549.9
Connecticut,2022-2023,27,07/08/2023 12:00:00 AM,0-4 years,Overall,Overall,0,549.9
Connecticut,2022-2023,28,07/15/2023 12:00:00 AM,0-4 years,Overall,Overall,0,549.9
Connecticut,2022-2023,29,07/22/2023 12:00:00 AM,0-4 years,Overall,Overall,2,551.9
Connecticut,2022-2023,30,07/29/2023 12:00:00 AM,0-4 years,Overall,Overall,0,551.9
Connecticut,2022-2023,31,08/05/2023 12:00:00 AM,0-4 years,Overall,Overall,0,551.9
Connecticut,2022-2023,32,08/12/2023 12:00:00 AM,0-4 years,Overall,Overall,0,551.9
Connecticut,2022-2023,33,08/19/2023 12:00:00 AM,0-4 years,Overall,Overall,0,551.9
Connecticut,2022-2023,34,08/26/2023 12:00:00 AM,0-4 years,Overall,Overall,0,551.9
Connecticut,2022-2023,35,09/02/2023 12:00:00 AM,0-4 years,Overall,Overall,4,555.9
Connecticut,2022-2023,36,09/09/2023 12:00:00 AM,0-4 years,Overall,Overall,2,557.9
Connecticut,2022-2023,37,09/16/2023 12:00:00 AM,0-4 years,Overall,Overall,0,557.9
Connecticut,2022-2023,38,09/23/2023 12:00:00 AM,0-4 years,Overall,Overall,6,563.9
Connecticut,2022-2023,39,09/30/2023 12:00:00 AM,0-4 years,Overall,Overall,2,565.9
Connecticut,2022-2023,40,10/08/2022 12:00:00 AM,0-<1 yr,Overall,Overall,51.8,51.8
Connecticut,2022-2023,41,10/15/2022 12:00:00 AM,0-<1 yr,Overall,Overall,155.3,207.1
Connecticut,2022-2023,42,10/22/2022 12:00:00 AM,0-<1 yr,Overall,Overall,134.6,341.8
Connecticut,2022-2023,43,10/29/2022 12:00:00 AM,0-<1 yr,Overall,Overall,165.7,507.5
Connecticut,2022-2023,44,11/05/2022 12:00:00 AM,0-<1 yr,Overall,Overall,165.7,673.2
Connecticut,2022-2023,45,11/12/2022 12:00:00 AM,0-<1 yr,Overall,Overall,269.3,942.4
Connecticut,2022-2023,46,11/19/2022 12:00:00 AM,0-<1 yr,Overall,Overall,155.3,1097.8
Connecticut,2022-2023,47,11/26/2022 12:00:00 AM,0-<1 yr,Overall,Overall,93.2,1191
Connecticut,2022-2023,48,12/03/2022 12:00:00 AM,0-<1 yr,Overall,Overall,103.6,1294.5
Connecticut,2022-2023,49,12/10/2022 12:00:00 AM,0-<1 yr,Overall,Overall,41.4,1336
Connecticut,2022-2023,50,12/17/2022 12:00:00 AM,0-<1 yr,Overall,Overall,62.1,1398.1
Connecticut,2022-2023,51,12/24/2022 12:00:00 AM,0-<1 yr,Overall,Overall,10.4,1408.5
Connecticut,2022-2023,52,12/31/2022 12:00:00 AM,0-<1 yr,Overall,Overall,41.4,1449.9
Connecticut,2022-2023,1,01/07/2023 12:00:00 AM,0-<1 yr,Overall,Overall,10.4,1460.2
Connecticut,2022-2023,2,01/14/2023 12:00:00 AM,0-<1 yr,Overall,Overall,10.4,1470.6
Connecticut,2022-2023,3,01/21/2023 12:00:00 AM,0-<1 yr,Overall,Overall,10.4,1480.9
Connecticut,2022-2023,4,01/28/2023 12:00:00 AM,0-<1 yr,Overall,Overall,10.4,1491.3
Connecticut,2022-2023,5,02/04/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1491.3
Connecticut,2022-2023,6,02/11/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1491.3
Connecticut,2022-2023,7,02/18/2023 12:00:00 AM,0-<1 yr,Overall,Overall,10.4,1501.7
Connecticut,2022-2023,8,02/25/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1501.7
Connecticut,2022-2023,9,03/04/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1501.7
Connecticut,2022-2023,10,03/11/2023 12:00:00 AM,0-<1 yr,Overall,Overall,20.7,1522.4
Connecticut,2022-2023,11,03/18/2023 12:00:00 AM,0-<1 yr,Overall,Overall,20.7,1543.1
Connecticut,2022-2023,12,03/25/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1543.1
Connecticut,2022-2023,13,04/01/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1543.1
Connecticut,2022-2023,14,04/08/2023 12:00:00 AM,0-<1 yr,Overall,Overall,10.4,1553.4
Connecticut,2022-2023,15,04/15/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1553.4
Connecticut,2022-2023,16,04/22/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1553.4
Connecticut,2022-2023,17,04/29/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1553.4
Connecticut,2022-2023,18,05/06/2023 12:00:00 AM,0-<1 yr,Overall,Overall,10.4,1563.8
Connecticut,2022-2023,19,05/13/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1563.8
Connecticut,2022-2023,20,05/20/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1563.8
Connecticut,2022-2023,21,05/27/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1563.8
Connecticut,2022-2023,22,06/03/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1563.8
Connecticut,2022-2023,23,06/10/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1563.8
Connecticut,2022-2023,24,06/17/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1563.8
Connecticut,2022-2023,25,06/24/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1563.8
Connecticut,2022-2023,26,07/01/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1563.8
Connecticut,2022-2023,27,07/08/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1563.8
Connecticut,2022-2023,28,07/15/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1563.8
Connecticut,2022-2023,29,07/22/2023 12:00:00 AM,0-<1 yr,Overall,Overall,10.4,1574.2
Connecticut,2022-2023,30,07/29/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1574.2
Connecticut,2022-2023,31,08/05/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1574.2
Connecticut,2022-2023,32,08/12/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1574.2
Connecticut,2022-2023,33,08/19/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1574.2
Connecticut,2022-2023,34,08/26/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1574.2
Connecticut,2022-2023,35,09/02/2023 12:00:00 AM,0-<1 yr,Overall,Overall,20.7,1594.9
Connecticut,2022-2023,36,09/09/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1594.9
Connecticut,2022-2023,37,09/16/2023 12:00:00 AM,0-<1 yr,Overall,Overall,0,1594.9
Connecticut,2022-2023,38,09/23/2023 12:00:00 AM,0-<1 yr,Overall,Overall,10.4,1605.2
Connecticut,2022-2023,39,09/30/2023 12:00:00 AM,0-<1 yr,Overall,Overall,10.4,1615.6
Connecticut,2022-2023,40,10/08/2022 12:00:00 AM,1-4 yr,Overall,Overall,27.3,27.3
Connecticut,2022-2023,41,10/15/2022 12:00:00 AM,1-4 yr,Overall,Overall,39.6,66.9
Connecticut,2022-2023,42,10/22/2022 12:00:00 AM,1-4 yr,Overall,Overall,42.1,109
Connecticut,2022-2023,43,10/29/2022 12:00:00 AM,1-4 yr,Overall,Overall,37.2,146.2
Connecticut,2022-2023,44,11/05/2022 12:00:00 AM,1-4 yr,Overall,Overall,37.2,183.4
Connecticut,2022-2023,45,11/12/2022 12:00:00 AM,1-4 yr,Overall,Overall,32.2,215.6
Connecticut,2022-2023,46,11/19/2022 12:00:00 AM,1-4 yr,Overall,Overall,17.3,232.9
Connecticut,2022-2023,47,11/26/2022 12:00:00 AM,1-4 yr,Overall,Overall,22.3,255.2
Connecticut,2022-2023,48,12/03/2022 12:00:00 AM,1-4 yr,Overall,Overall,12.4,267.6
Connecticut,2022-2023,49,12/10/2022 12:00:00 AM,1-4 yr,Overall,Overall,5,272.6
Connecticut,2022-2023,50,12/17/2022 12:00:00 AM,1-4 yr,Overall,Overall,12.4,285
Connecticut,2022-2023,51,12/24/2022 12:00:00 AM,1-4 yr,Overall,Overall,2.5,287.4
