State,Season,MMWR Week,Week ending date,Age Category,Sex,Race,Rate,Cumulative Rate
Entire Network (RSV-NET),2022-2023,5,02/04/2023 12:00:00 AM,----0-<6 months,Overall,Overall,14.2,1954
Entire Network (RSV-NET),2022-2023,6,02/11/2023 12:00:00 AM,----0-<6 months,Overall,Overall,11.5,1965.5
Entire Network (RSV-NET),2022-2023,7,02/18/2023 12:00:00 AM,----0-<6 months,Overall,Overall,19.7,1985.2
Entire Network (RSV-NET),2022-2023,8,02/25/2023 12:00:00 AM,----0-<6 months,Overall,Overall,11.5,1996.7
Entire Network (RSV-NET),2022-2023,9,03/04/2023 12:00:00 AM,----0-<6 months,Overall,Overall,8.8,2005.5
Entire Network (RSV-NET),2022-2023,10,03/11/2023 12:00:00 AM,----0-<6 months,Overall,Overall,7.5,2013
Entire Network (RSV-NET),2022-2023,11,03/18/2023 12:00:00 AM,----0-<6 months,Overall,Overall,7.5,2020.4
Entire Network (RSV-NET),2022-2023,12,03/25/2023 12:00:00 AM,----0-<6 months,Overall,Overall,6.1,2026.6
Entire Network (RSV-NET),2022-2023,13,04/01/2023 12:00:00 AM,----0-<6 months,Overall,Overall,4.7,2031.3
Entire Network (RSV-NET),2022-2023,14,04/08/2023 12:00:00 AM,----0-<6 months,Overall,Overall,4.7,2036.1
Entire Network (RSV-NET),2022-2023,15,04/15/2023 12:00:00 AM,----0-<6 months,Overall,Overall,4.7,2040.8
Entire Network (RSV-NET),2022-2023,16,04/22/2023 12:00:00 AM,----0-<6 months,Overall,Overall,2.7,2043.5
Entire Network (RSV-NET),2022-2023,17,04/29/2023 12:00:00 AM,----0-<6 months,Overall,Overall,2.7,2046.2
Entire Network (RSV-NET),2022-2023,18,05/06/2023 12:00:00 AM,----0-<6 months,Overall,Overall,2.7,2048.9
Entire Network (RSV-NET),2022-2023,19,05/13/2023 12:00:00 AM,----0-<6 months,Overall,Overall,0.7,2049.6
Entire Network (RSV-NET),2022-2023,20,05/20/2023 12:00:00 AM,----0-<6 months,Overall,Overall,0.7,2050.3
Entire Network (RSV-NET),2022-2023,21,05/27/2023 12:00:00 AM,----0-<6 months,Overall,Overall,2.7,2053
Entire Network (RSV-NET),2022-2023,22,06/03/2023 12:00:00 AM,----0-<6 months,Overall,Overall,0.7,2053.7
Entire Network (RSV-NET),2022-2023,23,06/10/2023 12:00:00 AM,----0-<6 months,Overall,Overall,4.1,2057.8
Entire Network (RSV-NET),2022-2023,24,06/17/2023 12:00:00 AM,----0-<6 months,Overall,Overall,1.4,2059.1
Entire Network (RSV-NET),2022-2023,25,06/24/2023 12:00:00 AM,----0-<6 months,Overall,Overall,2,2061.2
Entire Network (RSV-NET),2022-2023,26,07/01/2023 12:00:00 AM,----0-<6 months,Overall,Overall,2,2063.2
Entire Network (RSV-NET),2022-2023,27,07/08/2023 12:00:00 AM,----0-<6 months,Overall,Overall,0.7,2063.9
Entire Network (RSV-NET),2022-2023,28,07/15/2023 12:00:00 AM,----0-<6 months,Overall,Overall,0.7,2064.5
Entire Network (RSV-NET),2022-2023,29,07/22/2023 12:00:00 AM,----0-<6 months,Overall,Overall,3.4,2067.9
Entire Network (RSV-NET),2022-2023,30,07/29/2023 12:00:00 AM,----0-<6 months,Overall,Overall,2.7,2070.7
Entire Network (RSV-NET),2022-2023,31,08/05/2023 12:00:00 AM,----0-<6 months,Overall,Overall,2,2072.7
Entire Network (RSV-NET),2022-2023,32,08/12/2023 12:00:00 AM,----0-<6 months,Overall,Overall,6.1,2078.8
Entire Network (RSV-NET),2022-2023,33,08/19/2023 12:00:00 AM,----0-<6 months,Overall,Overall,5.4,2084.2
Entire Network (RSV-NET),2022-2023,34,08/26/2023 12:00:00 AM,----0-<6 months,Overall,Overall,4.7,2089
Entire Network (RSV-NET),2022-2023,35,09/02/2023 12:00:00 AM,----0-<6 months,Overall,Overall,12.2,2101.2
Entire Network (RSV-NET),2022-2023,36,09/09/2023 12:00:00 AM,----0-<6 months,Overall,Overall,12.2,2113.4
Entire Network (RSV-NET),2022-2023,37,09/16/2023 12:00:00 AM,----0-<6 months,Overall,Overall,10.9,2124.3
Entire Network (RSV-NET),2022-2023,38,09/23/2023 12:00:00 AM,----0-<6 months,Overall,Overall,23.1,2147.3
Entire Network (RSV-NET),2022-2023,39,09/30/2023 12:00:00 AM,----0-<6 months,Overall,Overall,18.3,2165.6
Entire Network (RSV-NET),2022-2023,40,10/08/2022 12:00:00 AM,----1-<2 years,Overall,Overall,20.4,20.4
Entire Network (RSV-NET),2022-2023,41,10/15/2022 12:00:00 AM,----1-<2 years,Overall,Overall,32.9,53.3
Entire Network (RSV-NET),2022-2023,42,10/22/2022 12:00:00 AM,----1-<2 years,Overall,Overall,32.6,85.9
Entire Network (RSV-NET),2022-2023,43,10/29/2022 12:00:00 AM,----1-<2 years,Overall,Overall,42.8,128.7
Entire Network (RSV-NET),2022-2023,44,11/05/2022 12:00:00 AM,----1-<2 years,Overall,Overall,64.8,193.5
Entire Network (RSV-NET),2022-2023,45,11/12/2022 12:00:00 AM,----1-<2 years,Overall,Overall,62.1,255.6
Entire Network (RSV-NET),2022-2023,46,11/19/2022 12:00:00 AM,----1-<2 years,Overall,Overall,57,312.7
Entire Network (RSV-NET),2022-2023,47,11/26/2022 12:00:00 AM,----1-<2 years,Overall,Overall,53.6,366.3
Entire Network (RSV-NET),2022-2023,48,12/03/2022 12:00:00 AM,----1-<2 years,Overall,Overall,41.1,407.4
Entire Network (RSV-NET),2022-2023,49,12/10/2022 12:00:00 AM,----1-<2 years,Overall,Overall,31.2,438.6
Entire Network (RSV-NET),2022-2023,50,12/17/2022 12:00:00 AM,----1-<2 years,Overall,Overall,25.8,464.4
Entire Network (RSV-NET),2022-2023,51,12/24/2022 12:00:00 AM,----1-<2 years,Overall,Overall,18.3,482.7
Entire Network (RSV-NET),2022-2023,52,12/31/2022 12:00:00 AM,----1-<2 years,Overall,Overall,12.6,495.3
Entire Network (RSV-NET),2022-2023,1,01/07/2023 12:00:00 AM,----1-<2 years,Overall,Overall,7.5,502.8
Entire Network (RSV-NET),2022-2023,2,01/14/2023 12:00:00 AM,----1-<2 years,Overall,Overall,9.5,512.3
Entire Network (RSV-NET),2022-2023,3,01/21/2023 12:00:00 AM,----1-<2 years,Overall,Overall,5.1,517.4
Entire Network (RSV-NET),2022-2023,4,01/28/2023 12:00:00 AM,----1-<2 years,Overall,Overall,5.1,522.4
Entire Network (RSV-NET),2022-2023,5,02/04/2023 12:00:00 AM,----1-<2 years,Overall,Overall,2,524.5
Entire Network (RSV-NET),2022-2023,6,02/11/2023 12:00:00 AM,----1-<2 years,Overall,Overall,5.8,530.3
Entire Network (RSV-NET),2022-2023,7,02/18/2023 12:00:00 AM,----1-<2 years,Overall,Overall,3.1,533.3
Entire Network (RSV-NET),2022-2023,8,02/25/2023 12:00:00 AM,----1-<2 years,Overall,Overall,2.7,536
Entire Network (RSV-NET),2022-2023,9,03/04/2023 12:00:00 AM,----1-<2 years,Overall,Overall,2.4,538.4
Entire Network (RSV-NET),2022-2023,10,03/11/2023 12:00:00 AM,----1-<2 years,Overall,Overall,3.4,541.8
Entire Network (RSV-NET),2022-2023,11,03/18/2023 12:00:00 AM,----1-<2 years,Overall,Overall,1.7,543.5
Entire Network (RSV-NET),2022-2023,12,03/25/2023 12:00:00 AM,----1-<2 years,Overall,Overall,0.7,544.2
Entire Network (RSV-NET),2022-2023,13,04/01/2023 12:00:00 AM,----1-<2 years,Overall,Overall,1.4,545.5
Entire Network (RSV-NET),2022-2023,14,04/08/2023 12:00:00 AM,----1-<2 years,Overall,Overall,0.3,545.9
Entire Network (RSV-NET),2022-2023,15,04/15/2023 12:00:00 AM,----1-<2 years,Overall,Overall,1.4,547.2
Entire Network (RSV-NET),2022-2023,16,04/22/2023 12:00:00 AM,----1-<2 years,Overall,Overall,1,548.2
Entire Network (RSV-NET),2022-2023,17,04/29/2023 12:00:00 AM,----1-<2 years,Overall,Overall,0,548.2
Entire Network (RSV-NET),2022-2023,18,05/06/2023 12:00:00 AM,----1-<2 years,Overall,Overall,0.7,548.9
Entire Network (RSV-NET),2022-2023,19,05/13/2023 12:00:00 AM,----1-<2 years,Overall,Overall,1.4,550.3
Entire Network (RSV-NET),2022-2023,20,05/20/2023 12:00:00 AM,----1-<2 years,Overall,Overall,0.7,551
Entire Network (RSV-NET),2022-2023,21,05/27/2023 12:00:00 AM,----1-<2 years,Overall,Overall,0.3,551.3
Entire Network (RSV-NET),2022-2023,22,06/03/2023 12:00:00 AM,----1-<2 years,Overall,Overall,0.7,552
Entire Network (RSV-NET),2022-2023,23,06/10/2023 12:00:00 AM,----1-<2 years,Overall,Overall,1,553
Entire Network (RSV-NET),2022-2023,24,06/17/2023 12:00:00 AM,----1-<2 years,Overall,Overall,0,553
Entire Network (RSV-NET),2022-2023,25,06/24/2023 12:00:00 AM,----1-<2 years,Overall,Overall,0.7,553.7
Entire Network (RSV-NET),2022-2023,26,07/01/2023 12:00:00 AM,----1-<2 years,Overall,Overall,0,553.7
Entire Network (RSV-NET),2022-2023,27,07/08/2023 12:00:00 AM,----1-<2 years,Overall,Overall,0.3,554
Entire Network (RSV-NET),2022-2023,28,07/15/2023 12:00:00 AM,----1-<2 years,Overall,Overall,1,555
Entire Network (RSV-NET),2022-2023,29,07/22/2023 12:00:00 AM,----1-<2 years,Overall,Overall,0.7,555.7
Entire Network (RSV-NET),2022-2023,30,07/29/2023 12:00:00 AM,----1-<2 years,Overall,Overall,0.7,556.4
Entire Network (RSV-NET),2022-2023,31,08/05/2023 12:00:00 AM,----1-<2 years,Overall,Overall,1.4,557.8
Entire Network (RSV-NET),2022-2023,32,08/12/2023 12:00:00 AM,----1-<2 years,Overall,Overall,1,558.8
Entire Network (RSV-NET),2022-2023,33,08/19/2023 12:00:00 AM,----1-<2 years,Overall,Overall,2.4,561.1
Entire Network (RSV-NET),2022-2023,34,08/26/2023 12:00:00 AM,----1-<2 years,Overall,Overall,2.4,563.5
Entire Network (RSV-NET),2022-2023,35,09/02/2023 12:00:00 AM,----1-<2 years,Overall,Overall,2,565.6
Entire Network (RSV-NET),2022-2023,36,09/09/2023 12:00:00 AM,----1-<2 years,Overall,Overall,3.7,569.3
Entire Network (RSV-NET),2022-2023,37,09/16/2023 12:00:00 AM,----1-<2 years,Overall,Overall,4.4,573.7
Entire Network (RSV-NET),2022-2023,38,09/23/2023 12:00:00 AM,----1-<2 years,Overall,Overall,4.8,578.5
Entire Network (RSV-NET),2022-2023,39,09/30/2023 12:00:00 AM,----1-<2 years,Overall,Overall,10.2,588.6
Entire Network (RSV-NET),2022-2023,40,10/08/2022 12:00:00 AM,----12-17 years,Overall,Overall,0.2,0.2
Entire Network (RSV-NET),2022-2023,41,10/15/2022 12:00:00 AM,----12-17 years,Overall,Overall,0.2,0.3
Entire Network (RSV-NET),2022-2023,42,10/22/2022 12:00:00 AM,----12-17 years,Overall,Overall,0.3,0.6
Entire Network (RSV-NET),2022-2023,43,10/29/2022 12:00:00 AM,----12-17 years,Overall,Overall,0.4,1
Entire Network (RSV-NET),2022-2023,44,11/05/2022 12:00:00 AM,----12-17 years,Overall,Overall,0.5,1.5
Entire Network (RSV-NET),2022-2023,45,11/12/2022 12:00:00 AM,----12-17 years,Overall,Overall,0.4,1.8
Entire Network (RSV-NET),2022-2023,46,11/19/2022 12:00:00 AM,----12-17 years,Overall,Overall,0.4,2.2
Entire Network (RSV-NET),2022-2023,47,11/26/2022 12:00:00 AM,----12-17 years,Overall,Overall,0.3,2.5
Entire Network (RSV-NET),2022-2023,48,12/03/2022 12:00:00 AM,----12-17 years,Overall,Overall,0.5,3
Entire Network (RSV-NET),2022-2023,49,12/10/2022 12:00:00 AM,----12-17 years,Overall,Overall,0.7,3.6
Entire Network (RSV-NET),2022-2023,50,12/17/2022 12:00:00 AM,----12-17 years,Overall,Overall,0.4,4
Entire Network (RSV-NET),2022-2023,51,12/24/2022 12:00:00 AM,----12-17 years,Overall,Overall,0.6,4.6
Entire Network (RSV-NET),2022-2023,52,12/31/2022 12:00:00 AM,----12-17 years,Overall,Overall,0.2,4.8
Entire Network (RSV-NET),2022-2023,1,01/07/2023 12:00:00 AM,----12-17 years,Overall,Overall,0.3,5
Entire Network (RSV-NET),2022-2023,2,01/14/2023 12:00:00 AM,----12-17 years,Overall,Overall,0.3,5.3
Entire Network (RSV-NET),2022-2023,3,01/21/2023 12:00:00 AM,----12-17 years,Overall,Overall,0.2,5.5
Entire Network (RSV-NET),2022-2023,4,01/28/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,5.5
Entire Network (RSV-NET),2022-2023,5,02/04/2023 12:00:00 AM,----12-17 years,Overall,Overall,0.1,5.6
Entire Network (RSV-NET),2022-2023,6,02/11/2023 12:00:00 AM,----12-17 years,Overall,Overall,0.1,5.7
Entire Network (RSV-NET),2022-2023,7,02/18/2023 12:00:00 AM,----12-17 years,Overall,Overall,0.1,5.8
Entire Network (RSV-NET),2022-2023,8,02/25/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,5.8
Entire Network (RSV-NET),2022-2023,9,03/04/2023 12:00:00 AM,----12-17 years,Overall,Overall,0.1,5.8
Entire Network (RSV-NET),2022-2023,10,03/11/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,5.8
Entire Network (RSV-NET),2022-2023,11,03/18/2023 12:00:00 AM,----12-17 years,Overall,Overall,0.1,5.9
Entire Network (RSV-NET),2022-2023,12,03/25/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,5.9
Entire Network (RSV-NET),2022-2023,13,04/01/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,5.9
Entire Network (RSV-NET),2022-2023,14,04/08/2023 12:00:00 AM,----12-17 years,Overall,Overall,0.1,6
Entire Network (RSV-NET),2022-2023,15,04/15/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6
Entire Network (RSV-NET),2022-2023,16,04/22/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6
Entire Network (RSV-NET),2022-2023,17,04/29/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6
Entire Network (RSV-NET),2022-2023,18,05/06/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6
Entire Network (RSV-NET),2022-2023,19,05/13/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6
Entire Network (RSV-NET),2022-2023,20,05/20/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6
Entire Network (RSV-NET),2022-2023,21,05/27/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6
Entire Network (RSV-NET),2022-2023,22,06/03/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6
Entire Network (RSV-NET),2022-2023,23,06/10/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6
Entire Network (RSV-NET),2022-2023,24,06/17/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6
Entire Network (RSV-NET),2022-2023,25,06/24/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6
Entire Network (RSV-NET),2022-2023,26,07/01/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6
Entire Network (RSV-NET),2022-2023,27,07/08/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6
Entire Network (RSV-NET),2022-2023,28,07/15/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6
Entire Network (RSV-NET),2022-2023,29,07/22/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6
Entire Network (RSV-NET),2022-2023,30,07/29/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6
Entire Network (RSV-NET),2022-2023,31,08/05/2023 12:00:00 AM,----12-17 years,Overall,Overall,0.1,6
Entire Network (RSV-NET),2022-2023,32,08/12/2023 12:00:00 AM,----12-17 years,Overall,Overall,0.1,6.1
Entire Network (RSV-NET),2022-2023,33,08/19/2023 12:00:00 AM,----12-17 years,Overall,Overall,0.1,6.2
Entire Network (RSV-NET),2022-2023,34,08/26/2023 12:00:00 AM,----12-17 years,Overall,Overall,0.1,6.2
Entire Network (RSV-NET),2022-2023,35,09/02/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6.2
Entire Network (RSV-NET),2022-2023,36,09/09/2023 12:00:00 AM,----12-17 years,Overall,Overall,0.1,6.3
Entire Network (RSV-NET),2022-2023,37,09/16/2023 12:00:00 AM,----12-17 years,Overall,Overall,0.1,6.3
Entire Network (RSV-NET),2022-2023,38,09/23/2023 12:00:00 AM,----12-17 years,Overall,Overall,0.1,6.4
Entire Network (RSV-NET),2022-2023,39,09/30/2023 12:00:00 AM,----12-17 years,Overall,Overall,0,6.4
Entire Network (RSV-NET),2022-2023,40,10/08/2022 12:00:00 AM,----18-29 years,Overall,Overall,0.1,0.1
Entire Network (RSV-NET),2022-2023,41,10/15/2022 12:00:00 AM,----18-29 years,Overall,Overall,0.1,0.2
Entire Network (RSV-NET),2022-2023,42,10/22/2022 12:00:00 AM,----18-29 years,Overall,Overall,0.1,0.3
Entire Network (RSV-NET),2022-2023,43,10/29/2022 12:00:00 AM,----18-29 years,Overall,Overall,0.3,0.5
Entire Network (RSV-NET),2022-2023,44,11/05/2022 12:00:00 AM,----18-29 years,Overall,Overall,0.3,0.9
Entire Network (RSV-NET),2022-2023,45,11/12/2022 12:00:00 AM,----18-29 years,Overall,Overall,0.4,1.3
Entire Network (RSV-NET),2022-2023,46,11/19/2022 12:00:00 AM,----18-29 years,Overall,Overall,0.4,1.7
Entire Network (RSV-NET),2022-2023,47,11/26/2022 12:00:00 AM,----18-29 years,Overall,Overall,0.3,2.1
Entire Network (RSV-NET),2022-2023,48,12/03/2022 12:00:00 AM,----18-29 years,Overall,Overall,0.4,2.5
Entire Network (RSV-NET),2022-2023,49,12/10/2022 12:00:00 AM,----18-29 years,Overall,Overall,0.4,2.8
Entire Network (RSV-NET),2022-2023,50,12/17/2022 12:00:00 AM,----18-29 years,Overall,Overall,0.2,3.1
Entire Network (RSV-NET),2022-2023,51,12/24/2022 12:00:00 AM,----18-29 years,Overall,Overall,0.3,3.3
Entire Network (RSV-NET),2022-2023,52,12/31/2022 12:00:00 AM,----18-29 years,Overall,Overall,0.2,3.5
Entire Network (RSV-NET),2022-2023,1,01/07/2023 12:00:00 AM,----18-29 years,Overall,Overall,0.2,3.6
Entire Network (RSV-NET),2022-2023,2,01/14/2023 12:00:00 AM,----18-29 years,Overall,Overall,0.2,3.8
Entire Network (RSV-NET),2022-2023,3,01/21/2023 12:00:00 AM,----18-29 years,Overall,Overall,0.1,3.9
Entire Network (RSV-NET),2022-2023,4,01/28/2023 12:00:00 AM,----18-29 years,Overall,Overall,0,4
Entire Network (RSV-NET),2022-2023,5,02/04/2023 12:00:00 AM,----18-29 years,Overall,Overall,0,4
Entire Network (RSV-NET),2022-2023,6,02/11/2023 12:00:00 AM,----18-29 years,Overall,Overall,0.1,4.1
Entire Network (RSV-NET),2022-2023,7,02/18/2023 12:00:00 AM,----18-29 years,Overall,Overall,0,4.1
Entire Network (RSV-NET),2022-2023,8,02/25/2023 12:00:00 AM,----18-29 years,Overall,Overall,0,4.1
Entire Network (RSV-NET),2022-2023,9,03/04/2023 12:00:00 AM,----18-29 years,Overall,Overall,0,4.1
Entire Network (RSV-NET),2022-2023,10,03/11/2023 12:00:00 AM,----18-29 years,Overall,Overall,0,4.1
Entire Network (RSV-NET),2022-2023,11,03/18/2023 12:00:00 AM,----18-29 years,Overall,Overall,0,4.2
