State,Season,MMWR Week,Week ending date,Age Category,Sex,Race,Rate,Cumulative Rate
Oregon,2022-2023,32,08/12/2023 12:00:00 AM,Overall,Overall,Overall,0.1,36.3
Oregon,2022-2023,33,08/19/2023 12:00:00 AM,Overall,Overall,Overall,0,36.3
Oregon,2022-2023,34,08/26/2023 12:00:00 AM,Overall,Overall,Overall,0.1,36.5
Oregon,2022-2023,35,09/02/2023 12:00:00 AM,Overall,Overall,Overall,0,36.5
Oregon,2022-2023,36,09/09/2023 12:00:00 AM,Overall,Overall,Overall,0.1,36.5
Oregon,2022-2023,37,09/16/2023 12:00:00 AM,Overall,Overall,Overall,0.1,36.6
Oregon,2022-2023,38,09/23/2023 12:00:00 AM,Overall,Overall,Overall,0.2,36.8
Oregon,2022-2023,39,09/30/2023 12:00:00 AM,Overall,Overall,Overall,0,36.8
Tennessee,2022-2023,40,10/08/2022 12:00:00 AM,Overall,Overall,Overall,1.3,1.3
Tennessee,2022-2023,41,10/15/2022 12:00:00 AM,Overall,Overall,Overall,2.5,3.8
Tennessee,2022-2023,42,10/22/2022 12:00:00 AM,Overall,Overall,Overall,2.1,5.9
Tennessee,2022-2023,43,10/29/2022 12:00:00 AM,Overall,Overall,Overall,2.1,8
Tennessee,2022-2023,44,11/05/2022 12:00:00 AM,Overall,Overall,Overall,1.9,9.9
Tennessee,2022-2023,45,11/12/2022 12:00:00 AM,Overall,Overall,Overall,1.4,11.3
Tennessee,2022-2023,46,11/19/2022 12:00:00 AM,Overall,Overall,Overall,1,12.3
Tennessee,2022-2023,47,11/26/2022 12:00:00 AM,Overall,Overall,Overall,0.7,13
Tennessee,2022-2023,48,12/03/2022 12:00:00 AM,Overall,Overall,Overall,1,14
Tennessee,2022-2023,49,12/10/2022 12:00:00 AM,Overall,Overall,Overall,0.8,14.9
Tennessee,2022-2023,50,12/17/2022 12:00:00 AM,Overall,Overall,Overall,0.6,15.5
Tennessee,2022-2023,51,12/24/2022 12:00:00 AM,Overall,Overall,Overall,0.7,16.1
Tennessee,2022-2023,52,12/31/2022 12:00:00 AM,Overall,Overall,Overall,0.8,17
Tennessee,2022-2023,1,01/07/2023 12:00:00 AM,Overall,Overall,Overall,0.8,17.8
Tennessee,2022-2023,2,01/14/2023 12:00:00 AM,Overall,Overall,Overall,0.6,18.4
Tennessee,2022-2023,3,01/21/2023 12:00:00 AM,Overall,Overall,Overall,0.3,18.7
Tennessee,2022-2023,4,01/28/2023 12:00:00 AM,Overall,Overall,Overall,0.2,18.9
Tennessee,2022-2023,5,02/04/2023 12:00:00 AM,Overall,Overall,Overall,0.2,19.1
Tennessee,2022-2023,6,02/11/2023 12:00:00 AM,Overall,Overall,Overall,0.2,19.3
Tennessee,2022-2023,7,02/18/2023 12:00:00 AM,Overall,Overall,Overall,0.1,19.3
Tennessee,2022-2023,8,02/25/2023 12:00:00 AM,Overall,Overall,Overall,0,19.3
Tennessee,2022-2023,9,03/04/2023 12:00:00 AM,Overall,Overall,Overall,0.3,19.6
Tennessee,2022-2023,10,03/11/2023 12:00:00 AM,Overall,Overall,Overall,0,19.6
Tennessee,2022-2023,11,03/18/2023 12:00:00 AM,Overall,Overall,Overall,0.1,19.7
Tennessee,2022-2023,12,03/25/2023 12:00:00 AM,Overall,Overall,Overall,0.1,19.8
Tennessee,2022-2023,13,04/01/2023 12:00:00 AM,Overall,Overall,Overall,0.1,19.8
Tennessee,2022-2023,14,04/08/2023 12:00:00 AM,Overall,Overall,Overall,0.1,19.9
Tennessee,2022-2023,15,04/15/2023 12:00:00 AM,Overall,Overall,Overall,0.1,20.1
Tennessee,2022-2023,16,04/22/2023 12:00:00 AM,Overall,Overall,Overall,0.2,20.3
Tennessee,2022-2023,17,04/29/2023 12:00:00 AM,Overall,Overall,Overall,0.1,20.3
Tennessee,2022-2023,18,05/06/2023 12:00:00 AM,Overall,Overall,Overall,0.1,20.4
Tennessee,2022-2023,19,05/13/2023 12:00:00 AM,Overall,Overall,Overall,0.1,20.5
Tennessee,2022-2023,20,05/20/2023 12:00:00 AM,Overall,Overall,Overall,0,20.5
Tennessee,2022-2023,21,05/27/2023 12:00:00 AM,Overall,Overall,Overall,0,20.5
Tennessee,2022-2023,22,06/03/2023 12:00:00 AM,Overall,Overall,Overall,0.1,20.6
Tennessee,2022-2023,23,06/10/2023 12:00:00 AM,Overall,Overall,Overall,0.2,20.7
Tennessee,2022-2023,24,06/17/2023 12:00:00 AM,Overall,Overall,Overall,0.1,20.8
Tennessee,2022-2023,25,06/24/2023 12:00:00 AM,Overall,Overall,Overall,0.1,20.8
Tennessee,2022-2023,26,07/01/2023 12:00:00 AM,Overall,Overall,Overall,0,20.8
Tennessee,2022-2023,27,07/08/2023 12:00:00 AM,Overall,Overall,Overall,0,20.8
Tennessee,2022-2023,28,07/15/2023 12:00:00 AM,Overall,Overall,Overall,0,20.8
Tennessee,2022-2023,29,07/22/2023 12:00:00 AM,Overall,Overall,Overall,0.1,20.9
Tennessee,2022-2023,30,07/29/2023 12:00:00 AM,Overall,Overall,Overall,0.1,21.1
Tennessee,2022-2023,31,08/05/2023 12:00:00 AM,Overall,Overall,Overall,0.1,21.1
Tennessee,2022-2023,32,08/12/2023 12:00:00 AM,Overall,Overall,Overall,0.2,21.3
Tennessee,2022-2023,33,08/19/2023 12:00:00 AM,Overall,Overall,Overall,0.2,21.4
Tennessee,2022-2023,34,08/26/2023 12:00:00 AM,Overall,Overall,Overall,0.2,21.6
Tennessee,2022-2023,35,09/02/2023 12:00:00 AM,Overall,Overall,Overall,0.3,21.9
Tennessee,2022-2023,36,09/09/2023 12:00:00 AM,Overall,Overall,Overall,0.5,22.4
Tennessee,2022-2023,37,09/16/2023 12:00:00 AM,Overall,Overall,Overall,0.2,22.6
Tennessee,2022-2023,38,09/23/2023 12:00:00 AM,Overall,Overall,Overall,0.8,23.3
Tennessee,2022-2023,39,09/30/2023 12:00:00 AM,Overall,Overall,Overall,0.7,24
Utah,2022-2023,40,10/08/2022 12:00:00 AM,Overall,Overall,Overall,0.8,0.8
Utah,2022-2023,41,10/15/2022 12:00:00 AM,Overall,Overall,Overall,1,1.8
Utah,2022-2023,42,10/22/2022 12:00:00 AM,Overall,Overall,Overall,1.7,3.5
Utah,2022-2023,43,10/29/2022 12:00:00 AM,Overall,Overall,Overall,3.3,6.8
Utah,2022-2023,44,11/05/2022 12:00:00 AM,Overall,Overall,Overall,5.3,12.1
Utah,2022-2023,45,11/12/2022 12:00:00 AM,Overall,Overall,Overall,7.1,19.2
Utah,2022-2023,46,11/19/2022 12:00:00 AM,Overall,Overall,Overall,7.1,26.3
Utah,2022-2023,47,11/26/2022 12:00:00 AM,Overall,Overall,Overall,10,36.4
Utah,2022-2023,48,12/03/2022 12:00:00 AM,Overall,Overall,Overall,9.8,46.2
Utah,2022-2023,49,12/10/2022 12:00:00 AM,Overall,Overall,Overall,7.8,54
Utah,2022-2023,50,12/17/2022 12:00:00 AM,Overall,Overall,Overall,5.5,59.5
Utah,2022-2023,51,12/24/2022 12:00:00 AM,Overall,Overall,Overall,3.8,63.2
Utah,2022-2023,52,12/31/2022 12:00:00 AM,Overall,Overall,Overall,4.7,68
Utah,2022-2023,1,01/07/2023 12:00:00 AM,Overall,Overall,Overall,2.4,70.4
Utah,2022-2023,2,01/14/2023 12:00:00 AM,Overall,Overall,Overall,2.2,72.6
Utah,2022-2023,3,01/21/2023 12:00:00 AM,Overall,Overall,Overall,1.2,73.8
Utah,2022-2023,4,01/28/2023 12:00:00 AM,Overall,Overall,Overall,1.2,75
Utah,2022-2023,5,02/04/2023 12:00:00 AM,Overall,Overall,Overall,0.4,75.4
Utah,2022-2023,6,02/11/2023 12:00:00 AM,Overall,Overall,Overall,0.9,76.4
Utah,2022-2023,7,02/18/2023 12:00:00 AM,Overall,Overall,Overall,1.3,77.6
Utah,2022-2023,8,02/25/2023 12:00:00 AM,Overall,Overall,Overall,0.5,78.2
Utah,2022-2023,9,03/04/2023 12:00:00 AM,Overall,Overall,Overall,0.2,78.3
Utah,2022-2023,10,03/11/2023 12:00:00 AM,Overall,Overall,Overall,0.2,78.5
Utah,2022-2023,11,03/18/2023 12:00:00 AM,Overall,Overall,Overall,0.3,78.8
Utah,2022-2023,12,03/25/2023 12:00:00 AM,Overall,Overall,Overall,0.3,79.1
Utah,2022-2023,13,04/01/2023 12:00:00 AM,Overall,Overall,Overall,0.2,79.3
Utah,2022-2023,14,04/08/2023 12:00:00 AM,Overall,Overall,Overall,0,79.3
Utah,2022-2023,15,04/15/2023 12:00:00 AM,Overall,Overall,Overall,0,79.3
Utah,2022-2023,16,04/22/2023 12:00:00 AM,Overall,Overall,Overall,0.3,79.5
Utah,2022-2023,17,04/29/2023 12:00:00 AM,Overall,Overall,Overall,0,79.5
Utah,2022-2023,18,05/06/2023 12:00:00 AM,Overall,Overall,Overall,0,79.5
Utah,2022-2023,19,05/13/2023 12:00:00 AM,Overall,Overall,Overall,0.1,79.6
Utah,2022-2023,20,05/20/2023 12:00:00 AM,Overall,Overall,Overall,0,79.6
Utah,2022-2023,21,05/27/2023 12:00:00 AM,Overall,Overall,Overall,0.1,79.7
Utah,2022-2023,22,06/03/2023 12:00:00 AM,Overall,Overall,Overall,0.1,79.8
Utah,2022-2023,23,06/10/2023 12:00:00 AM,Overall,Overall,Overall,0,79.8
Utah,2022-2023,24,06/17/2023 12:00:00 AM,Overall,Overall,Overall,0.1,79.9
Utah,2022-2023,25,06/24/2023 12:00:00 AM,Overall,Overall,Overall,0,79.9
Utah,2022-2023,26,07/01/2023 12:00:00 AM,Overall,Overall,Overall,0,79.9
Utah,2022-2023,27,07/08/2023 12:00:00 AM,Overall,Overall,Overall,0,79.9
Utah,2022-2023,28,07/15/2023 12:00:00 AM,Overall,Overall,Overall,0,79.9
Utah,2022-2023,29,07/22/2023 12:00:00 AM,Overall,Overall,Overall,0,79.9
Utah,2022-2023,30,07/29/2023 12:00:00 AM,Overall,Overall,Overall,0,79.9
Utah,2022-2023,31,08/05/2023 12:00:00 AM,Overall,Overall,Overall,0,79.9
Utah,2022-2023,32,08/12/2023 12:00:00 AM,Overall,Overall,Overall,0,79.9
Utah,2022-2023,33,08/19/2023 12:00:00 AM,Overall,Overall,Overall,0.1,80
Utah,2022-2023,34,08/26/2023 12:00:00 AM,Overall,Overall,Overall,0,80
Utah,2022-2023,35,09/02/2023 12:00:00 AM,Overall,Overall,Overall,0.1,80.1
Utah,2022-2023,36,09/09/2023 12:00:00 AM,Overall,Overall,Overall,0.1,80.1
Utah,2022-2023,37,09/16/2023 12:00:00 AM,Overall,Overall,Overall,0.1,80.2
Utah,2022-2023,38,09/23/2023 12:00:00 AM,Overall,Overall,Overall,0,80.2
Utah,2022-2023,39,09/30/2023 12:00:00 AM,Overall,Overall,Overall,0.1,80.3
Colorado,2023-2024,40,10/07/2023 12:00:00 AM,Overall,Overall,Overall,0.3,0.3
Colorado,2023-2024,41,10/14/2023 12:00:00 AM,Overall,Overall,Overall,0.4,0.7
Colorado,2023-2024,42,10/21/2023 12:00:00 AM,Overall,Overall,Overall,0.5,1.2
Georgia,2023-2024,40,10/07/2023 12:00:00 AM,Overall,Overall,Overall,2.4,2.4
Georgia,2023-2024,41,10/14/2023 12:00:00 AM,Overall,Overall,Overall,2.9,5.3
Georgia,2023-2024,42,10/21/2023 12:00:00 AM,Overall,Overall,Overall,2.1,7.4
Maryland,2023-2024,40,10/07/2023 12:00:00 AM,Overall,Overall,Overall,0.8,0.8
Maryland,2023-2024,41,10/14/2023 12:00:00 AM,Overall,Overall,Overall,0.8,1.7
Maryland,2023-2024,42,10/21/2023 12:00:00 AM,Overall,Overall,Overall,1.3,3
Michigan,2023-2024,40,10/07/2023 12:00:00 AM,Overall,Overall,Overall,0.1,0.1
Michigan,2023-2024,41,10/14/2023 12:00:00 AM,Overall,Overall,Overall,0.2,0.3
Michigan,2023-2024,42,10/21/2023 12:00:00 AM,Overall,Overall,Overall,0.5,0.8
Minnesota,2023-2024,40,10/07/2023 12:00:00 AM,Overall,Overall,Overall,0.2,0.2
Minnesota,2023-2024,41,10/14/2023 12:00:00 AM,Overall,Overall,Overall,0.4,0.6
Minnesota,2023-2024,42,10/21/2023 12:00:00 AM,Overall,Overall,Overall,0.5,1.1
New Mexico,2023-2024,40,10/07/2023 12:00:00 AM,Overall,Overall,Overall,0,0
New Mexico,2023-2024,41,10/14/2023 12:00:00 AM,Overall,Overall,Overall,0,0
New Mexico,2023-2024,42,10/21/2023 12:00:00 AM,Overall,Overall,Overall,0.4,0.4
New York,2023-2024,40,10/07/2023 12:00:00 AM,Overall,Overall,Overall,0.3,0.3
New York,2023-2024,41,10/14/2023 12:00:00 AM,Overall,Overall,Overall,0.7,1
New York,2023-2024,42,10/21/2023 12:00:00 AM,Overall,Overall,Overall,0.7,1.6
Oregon,2023-2024,40,10/07/2023 12:00:00 AM,Overall,Overall,Overall,0.3,0.3
Oregon,2023-2024,41,10/14/2023 12:00:00 AM,Overall,Overall,Overall,0.3,0.6
Oregon,2023-2024,42,10/21/2023 12:00:00 AM,Overall,Overall,Overall,0.1,0.7
Tennessee,2023-2024,40,10/07/2023 12:00:00 AM,Overall,Overall,Overall,1.5,1.5
Tennessee,2023-2024,41,10/14/2023 12:00:00 AM,Overall,Overall,Overall,1.8,3.2
Tennessee,2023-2024,42,10/21/2023 12:00:00 AM,Overall,Overall,Overall,2.4,5.6
Utah,2023-2024,40,10/07/2023 12:00:00 AM,Overall,Overall,Overall,0.1,0.1
Utah,2023-2024,41,10/14/2023 12:00:00 AM,Overall,Overall,Overall,0,0.1
Utah,2023-2024,42,10/21/2023 12:00:00 AM,Overall,Overall,Overall,0,0.1
