State,Season,MMWR Week,Week ending date,Age Category,Sex,Race,Rate,Cumulative Rate
Maryland,2022-2023,3,01/21/2023 12:00:00 AM,Overall,Overall,Overall,0.5,43
Maryland,2022-2023,4,01/28/2023 12:00:00 AM,Overall,Overall,Overall,0.7,43.7
Maryland,2022-2023,5,02/04/2023 12:00:00 AM,Overall,Overall,Overall,0.6,44.3
Maryland,2022-2023,6,02/11/2023 12:00:00 AM,Overall,Overall,Overall,0.4,44.7
Maryland,2022-2023,7,02/18/2023 12:00:00 AM,Overall,Overall,Overall,0.1,44.8
Maryland,2022-2023,8,02/25/2023 12:00:00 AM,Overall,Overall,Overall,0.3,45.1
Maryland,2022-2023,9,03/04/2023 12:00:00 AM,Overall,Overall,Overall,0.2,45.4
Maryland,2022-2023,10,03/11/2023 12:00:00 AM,Overall,Overall,Overall,0.3,45.6
Maryland,2022-2023,11,03/18/2023 12:00:00 AM,Overall,Overall,Overall,0.1,45.8
Maryland,2022-2023,12,03/25/2023 12:00:00 AM,Overall,Overall,Overall,0.3,46.1
Maryland,2022-2023,13,04/01/2023 12:00:00 AM,Overall,Overall,Overall,0.2,46.2
Maryland,2022-2023,14,04/08/2023 12:00:00 AM,Overall,Overall,Overall,0.1,46.3
Maryland,2022-2023,15,04/15/2023 12:00:00 AM,Overall,Overall,Overall,0.1,46.5
Maryland,2022-2023,16,04/22/2023 12:00:00 AM,Overall,Overall,Overall,0,46.5
Maryland,2022-2023,17,04/29/2023 12:00:00 AM,Overall,Overall,Overall,0.1,46.6
Maryland,2022-2023,18,05/06/2023 12:00:00 AM,Overall,Overall,Overall,0.1,46.7
Maryland,2022-2023,19,05/13/2023 12:00:00 AM,Overall,Overall,Overall,0,46.7
Maryland,2022-2023,20,05/20/2023 12:00:00 AM,Overall,Overall,Overall,0,46.7
Maryland,2022-2023,21,05/27/2023 12:00:00 AM,Overall,Overall,Overall,0,46.7
Maryland,2022-2023,22,06/03/2023 12:00:00 AM,Overall,Overall,Overall,0,46.7
Maryland,2022-2023,23,06/10/2023 12:00:00 AM,Overall,Overall,Overall,0,46.7
Maryland,2022-2023,24,06/17/2023 12:00:00 AM,Overall,Overall,Overall,0,46.7
Maryland,2022-2023,25,06/24/2023 12:00:00 AM,Overall,Overall,Overall,0,46.7
Maryland,2022-2023,26,07/01/2023 12:00:00 AM,Overall,Overall,Overall,0,46.7
Maryland,2022-2023,27,07/08/2023 12:00:00 AM,Overall,Overall,Overall,0,46.7
Maryland,2022-2023,28,07/15/2023 12:00:00 AM,Overall,Overall,Overall,0,46.7
Maryland,2022-2023,29,07/22/2023 12:00:00 AM,Overall,Overall,Overall,0.1,46.9
Maryland,2022-2023,30,07/29/2023 12:00:00 AM,Overall,Overall,Overall,0.1,47
Maryland,2022-2023,31,08/05/2023 12:00:00 AM,Overall,Overall,Overall,0,47
Maryland,2022-2023,32,08/12/2023 12:00:00 AM,Overall,Overall,Overall,0,47
Maryland,2022-2023,33,08/19/2023 12:00:00 AM,Overall,Overall,Overall,0.1,47.1
Maryland,2022-2023,34,08/26/2023 12:00:00 AM,Overall,Overall,Overall,0.1,47.2
Maryland,2022-2023,35,09/02/2023 12:00:00 AM,Overall,Overall,Overall,0,47.2
Maryland,2022-2023,36,09/09/2023 12:00:00 AM,Overall,Overall,Overall,0.1,47.3
Maryland,2022-2023,37,09/16/2023 12:00:00 AM,Overall,Overall,Overall,0.3,47.6
Maryland,2022-2023,38,09/23/2023 12:00:00 AM,Overall,Overall,Overall,0.1,47.7
Maryland,2022-2023,39,09/30/2023 12:00:00 AM,Overall,Overall,Overall,0.4,48.1
Michigan,2022-2023,40,10/08/2022 12:00:00 AM,Overall,Overall,Overall,2.3,2.3
Michigan,2022-2023,41,10/15/2022 12:00:00 AM,Overall,Overall,Overall,3.8,6.1
Michigan,2022-2023,42,10/22/2022 12:00:00 AM,Overall,Overall,Overall,4.1,10.1
Michigan,2022-2023,43,10/29/2022 12:00:00 AM,Overall,Overall,Overall,6.6,16.7
Michigan,2022-2023,44,11/05/2022 12:00:00 AM,Overall,Overall,Overall,9.6,26.3
Michigan,2022-2023,45,11/12/2022 12:00:00 AM,Overall,Overall,Overall,7.8,34.1
Michigan,2022-2023,46,11/19/2022 12:00:00 AM,Overall,Overall,Overall,7.7,41.9
Michigan,2022-2023,47,11/26/2022 12:00:00 AM,Overall,Overall,Overall,4.6,46.5
Michigan,2022-2023,48,12/03/2022 12:00:00 AM,Overall,Overall,Overall,5.1,51.6
Michigan,2022-2023,49,12/10/2022 12:00:00 AM,Overall,Overall,Overall,3.4,55
Michigan,2022-2023,50,12/17/2022 12:00:00 AM,Overall,Overall,Overall,3,58
Michigan,2022-2023,51,12/24/2022 12:00:00 AM,Overall,Overall,Overall,2.2,60.2
Michigan,2022-2023,52,12/31/2022 12:00:00 AM,Overall,Overall,Overall,1.6,61.8
Michigan,2022-2023,1,01/07/2023 12:00:00 AM,Overall,Overall,Overall,1.4,63.1
Michigan,2022-2023,2,01/14/2023 12:00:00 AM,Overall,Overall,Overall,1.4,64.5
Michigan,2022-2023,3,01/21/2023 12:00:00 AM,Overall,Overall,Overall,0.4,64.9
Michigan,2022-2023,4,01/28/2023 12:00:00 AM,Overall,Overall,Overall,0.5,65.4
Michigan,2022-2023,5,02/04/2023 12:00:00 AM,Overall,Overall,Overall,0.5,65.9
Michigan,2022-2023,6,02/11/2023 12:00:00 AM,Overall,Overall,Overall,0.3,66.2
Michigan,2022-2023,7,02/18/2023 12:00:00 AM,Overall,Overall,Overall,0.2,66.4
Michigan,2022-2023,8,02/25/2023 12:00:00 AM,Overall,Overall,Overall,0.2,66.6
Michigan,2022-2023,9,03/04/2023 12:00:00 AM,Overall,Overall,Overall,0.2,66.8
Michigan,2022-2023,10,03/11/2023 12:00:00 AM,Overall,Overall,Overall,0.2,67
Michigan,2022-2023,11,03/18/2023 12:00:00 AM,Overall,Overall,Overall,0.6,67.6
Michigan,2022-2023,12,03/25/2023 12:00:00 AM,Overall,Overall,Overall,0.2,67.7
Michigan,2022-2023,13,04/01/2023 12:00:00 AM,Overall,Overall,Overall,0.3,68.1
Michigan,2022-2023,14,04/08/2023 12:00:00 AM,Overall,Overall,Overall,0.2,68.2
Michigan,2022-2023,15,04/15/2023 12:00:00 AM,Overall,Overall,Overall,0,68.2
Michigan,2022-2023,16,04/22/2023 12:00:00 AM,Overall,Overall,Overall,0.1,68.3
Michigan,2022-2023,17,04/29/2023 12:00:00 AM,Overall,Overall,Overall,0,68.3
Michigan,2022-2023,18,05/06/2023 12:00:00 AM,Overall,Overall,Overall,0,68.3
Michigan,2022-2023,19,05/13/2023 12:00:00 AM,Overall,Overall,Overall,0,68.3
Michigan,2022-2023,20,05/20/2023 12:00:00 AM,Overall,Overall,Overall,0.1,68.4
Michigan,2022-2023,21,05/27/2023 12:00:00 AM,Overall,Overall,Overall,0,68.4
Michigan,2022-2023,22,06/03/2023 12:00:00 AM,Overall,Overall,Overall,0,68.4
Michigan,2022-2023,23,06/10/2023 12:00:00 AM,Overall,Overall,Overall,0,68.4
Michigan,2022-2023,24,06/17/2023 12:00:00 AM,Overall,Overall,Overall,0,68.4
Michigan,2022-2023,25,06/24/2023 12:00:00 AM,Overall,Overall,Overall,0,68.4
Michigan,2022-2023,26,07/01/2023 12:00:00 AM,Overall,Overall,Overall,0,68.4
Michigan,2022-2023,27,07/08/2023 12:00:00 AM,Overall,Overall,Overall,0,68.4
Michigan,2022-2023,28,07/15/2023 12:00:00 AM,Overall,Overall,Overall,0,68.4
Michigan,2022-2023,29,07/22/2023 12:00:00 AM,Overall,Overall,Overall,0,68.4
Michigan,2022-2023,30,07/29/2023 12:00:00 AM,Overall,Overall,Overall,0,68.4
Michigan,2022-2023,31,08/05/2023 12:00:00 AM,Overall,Overall,Overall,0,68.4
Michigan,2022-2023,32,08/12/2023 12:00:00 AM,Overall,Overall,Overall,0,68.4
Michigan,2022-2023,33,08/19/2023 12:00:00 AM,Overall,Overall,Overall,0,68.4
Michigan,2022-2023,34,08/26/2023 12:00:00 AM,Overall,Overall,Overall,0,68.4
Michigan,2022-2023,35,09/02/2023 12:00:00 AM,Overall,Overall,Overall,0,68.4
Michigan,2022-2023,36,09/09/2023 12:00:00 AM,Overall,Overall,Overall,0.1,68.5
Michigan,2022-2023,37,09/16/2023 12:00:00 AM,Overall,Overall,Overall,0,68.5
Michigan,2022-2023,38,09/23/2023 12:00:00 AM,Overall,Overall,Overall,0.1,68.5
Michigan,2022-2023,39,09/30/2023 12:00:00 AM,Overall,Overall,Overall,0,68.5
Minnesota,2022-2023,40,10/08/2022 12:00:00 AM,Overall,Overall,Overall,2.1,2.1
Minnesota,2022-2023,41,10/15/2022 12:00:00 AM,Overall,Overall,Overall,3.5,5.7
Minnesota,2022-2023,42,10/22/2022 12:00:00 AM,Overall,Overall,Overall,3.9,9.5
Minnesota,2022-2023,43,10/29/2022 12:00:00 AM,Overall,Overall,Overall,5.5,15
Minnesota,2022-2023,44,11/05/2022 12:00:00 AM,Overall,Overall,Overall,5.6,20.6
Minnesota,2022-2023,45,11/12/2022 12:00:00 AM,Overall,Overall,Overall,5.8,26.4
Minnesota,2022-2023,46,11/19/2022 12:00:00 AM,Overall,Overall,Overall,4.9,31.3
Minnesota,2022-2023,47,11/26/2022 12:00:00 AM,Overall,Overall,Overall,3.8,35.2
Minnesota,2022-2023,48,12/03/2022 12:00:00 AM,Overall,Overall,Overall,4.1,39.2
Minnesota,2022-2023,49,12/10/2022 12:00:00 AM,Overall,Overall,Overall,3.4,42.6
Minnesota,2022-2023,50,12/17/2022 12:00:00 AM,Overall,Overall,Overall,3.1,45.6
Minnesota,2022-2023,51,12/24/2022 12:00:00 AM,Overall,Overall,Overall,2,47.7
Minnesota,2022-2023,52,12/31/2022 12:00:00 AM,Overall,Overall,Overall,2.1,49.8
Minnesota,2022-2023,1,01/07/2023 12:00:00 AM,Overall,Overall,Overall,1.4,51.2
Minnesota,2022-2023,2,01/14/2023 12:00:00 AM,Overall,Overall,Overall,1.2,52.4
Minnesota,2022-2023,3,01/21/2023 12:00:00 AM,Overall,Overall,Overall,0.9,53.3
Minnesota,2022-2023,4,01/28/2023 12:00:00 AM,Overall,Overall,Overall,0.9,54.2
Minnesota,2022-2023,5,02/04/2023 12:00:00 AM,Overall,Overall,Overall,0.4,54.6
Minnesota,2022-2023,6,02/11/2023 12:00:00 AM,Overall,Overall,Overall,0.4,55
Minnesota,2022-2023,7,02/18/2023 12:00:00 AM,Overall,Overall,Overall,0.5,55.5
Minnesota,2022-2023,8,02/25/2023 12:00:00 AM,Overall,Overall,Overall,0.6,56.1
Minnesota,2022-2023,9,03/04/2023 12:00:00 AM,Overall,Overall,Overall,0.4,56.5
Minnesota,2022-2023,10,03/11/2023 12:00:00 AM,Overall,Overall,Overall,0.2,56.7
Minnesota,2022-2023,11,03/18/2023 12:00:00 AM,Overall,Overall,Overall,0.2,56.9
Minnesota,2022-2023,12,03/25/2023 12:00:00 AM,Overall,Overall,Overall,0.2,57
Minnesota,2022-2023,13,04/01/2023 12:00:00 AM,Overall,Overall,Overall,0.1,57.1
Minnesota,2022-2023,14,04/08/2023 12:00:00 AM,Overall,Overall,Overall,0.1,57.2
Minnesota,2022-2023,15,04/15/2023 12:00:00 AM,Overall,Overall,Overall,0.1,57.3
Minnesota,2022-2023,16,04/22/2023 12:00:00 AM,Overall,Overall,Overall,0.1,57.4
Minnesota,2022-2023,17,04/29/2023 12:00:00 AM,Overall,Overall,Overall,0,57.4
Minnesota,2022-2023,18,05/06/2023 12:00:00 AM,Overall,Overall,Overall,0,57.4
Minnesota,2022-2023,19,05/13/2023 12:00:00 AM,Overall,Overall,Overall,0.1,57.5
Minnesota,2022-2023,20,05/20/2023 12:00:00 AM,Overall,Overall,Overall,0,57.5
Minnesota,2022-2023,21,05/27/2023 12:00:00 AM,Overall,Overall,Overall,0,57.5
Minnesota,2022-2023,22,06/03/2023 12:00:00 AM,Overall,Overall,Overall,0,57.5
Minnesota,2022-2023,23,06/10/2023 12:00:00 AM,Overall,Overall,Overall,0,57.6
Minnesota,2022-2023,24,06/17/2023 12:00:00 AM,Overall,Overall,Overall,0,57.6
Minnesota,2022-2023,25,06/24/2023 12:00:00 AM,Overall,Overall,Overall,0,57.6
Minnesota,2022-2023,26,07/01/2023 12:00:00 AM,Overall,Overall,Overall,0,57.6
Minnesota,2022-2023,27,07/08/2023 12:00:00 AM,Overall,Overall,Overall,0,57.6
Minnesota,2022-2023,28,07/15/2023 12:00:00 AM,Overall,Overall,Overall,0,57.6
Minnesota,2022-2023,29,07/22/2023 12:00:00 AM,Overall,Overall,Overall,0,57.7
Minnesota,2022-2023,30,07/29/2023 12:00:00 AM,Overall,Overall,Overall,0,57.7
Minnesota,2022-2023,31,08/05/2023 12:00:00 AM,Overall,Overall,Overall,0,57.7
Minnesota,2022-2023,32,08/12/2023 12:00:00 AM,Overall,Overall,Overall,0,57.7
Minnesota,2022-2023,33,08/19/2023 12:00:00 AM,Overall,Overall,Overall,0,57.7
Minnesota,2022-2023,34,08/26/2023 12:00:00 AM,Overall,Overall,Overall,0.1,57.7
Minnesota,2022-2023,35,09/02/2023 12:00:00 AM,Overall,Overall,Overall,0.1,57.8
Minnesota,2022-2023,36,09/09/2023 12:00:00 AM,Overall,Overall,Overall,0.1,57.9
Minnesota,2022-2023,37,09/16/2023 12:00:00 AM,Overall,Overall,Overall,0.1,58
Minnesota,2022-2023,38,09/23/2023 12:00:00 AM,Overall,Overall,Overall,0.1,58.1
Minnesota,2022-2023,39,09/30/2023 12:00:00 AM,Overall,Overall,Overall,0.2,58.2
New Mexico,2022-2023,40,10/08/2022 12:00:00 AM,Overall,Overall,Overall,1.6,1.6
New Mexico,2022-2023,41,10/15/2022 12:00:00 AM,Overall,Overall,Overall,2.6,4.3
New Mexico,2022-2023,42,10/22/2022 12:00:00 AM,Overall,Overall,Overall,4.1,8.4
New Mexico,2022-2023,43,10/29/2022 12:00:00 AM,Overall,Overall,Overall,7.8,16.1
New Mexico,2022-2023,44,11/05/2022 12:00:00 AM,Overall,Overall,Overall,12.8,28.9
New Mexico,2022-2023,45,11/12/2022 12:00:00 AM,Overall,Overall,Overall,14.4,43.3
New Mexico,2022-2023,46,11/19/2022 12:00:00 AM,Overall,Overall,Overall,16.3,59.6
New Mexico,2022-2023,47,11/26/2022 12:00:00 AM,Overall,Overall,Overall,12.5,72
New Mexico,2022-2023,48,12/03/2022 12:00:00 AM,Overall,Overall,Overall,11.1,83.2
New Mexico,2022-2023,49,12/10/2022 12:00:00 AM,Overall,Overall,Overall,6.9,90.1
New Mexico,2022-2023,50,12/17/2022 12:00:00 AM,Overall,Overall,Overall,3.2,93.3
New Mexico,2022-2023,51,12/24/2022 12:00:00 AM,Overall,Overall,Overall,2.3,95.6
New Mexico,2022-2023,52,12/31/2022 12:00:00 AM,Overall,Overall,Overall,2.1,97.7
New Mexico,2022-2023,1,01/07/2023 12:00:00 AM,Overall,Overall,Overall,2.3,100
New Mexico,2022-2023,2,01/14/2023 12:00:00 AM,Overall,Overall,Overall,1.8,101.8
New Mexico,2022-2023,3,01/21/2023 12:00:00 AM,Overall,Overall,Overall,1.2,103
New Mexico,2022-2023,4,01/28/2023 12:00:00 AM,Overall,Overall,Overall,1,104
New Mexico,2022-2023,5,02/04/2023 12:00:00 AM,Overall,Overall,Overall,0.6,104.6
New Mexico,2022-2023,6,02/11/2023 12:00:00 AM,Overall,Overall,Overall,0.6,105.2
New Mexico,2022-2023,7,02/18/2023 12:00:00 AM,Overall,Overall,Overall,0.9,106.1
New Mexico,2022-2023,8,02/25/2023 12:00:00 AM,Overall,Overall,Overall,0.3,106.4
New Mexico,2022-2023,9,03/04/2023 12:00:00 AM,Overall,Overall,Overall,0.4,106.8
New Mexico,2022-2023,10,03/11/2023 12:00:00 AM,Overall,Overall,Overall,0.1,106.9
New Mexico,2022-2023,11,03/18/2023 12:00:00 AM,Overall,Overall,Overall,0.1,107.1
New Mexico,2022-2023,12,03/25/2023 12:00:00 AM,Overall,Overall,Overall,0.1,107.2
New Mexico,2022-2023,13,04/01/2023 12:00:00 AM,Overall,Overall,Overall,0.3,107.5
New Mexico,2022-2023,14,04/08/2023 12:00:00 AM,Overall,Overall,Overall,0.1,107.7
New Mexico,2022-2023,15,04/15/2023 12:00:00 AM,Overall,Overall,Overall,0.1,107.8
New Mexico,2022-2023,16,04/22/2023 12:00:00 AM,Overall,Overall,Overall,0.1,108
New Mexico,2022-2023,17,04/29/2023 12:00:00 AM,Overall,Overall,Overall,0.1,108.1
New Mexico,2022-2023,18,05/06/2023 12:00:00 AM,Overall,Overall,Overall,0.1,108.3
New Mexico,2022-2023,19,05/13/2023 12:00:00 AM,Overall,Overall,Overall,0,108.3
New Mexico,2022-2023,20,05/20/2023 12:00:00 AM,Overall,Overall,Overall,0,108.3
New Mexico,2022-2023,21,05/27/2023 12:00:00 AM,Overall,Overall,Overall,0,108.3
New Mexico,2022-2023,22,06/03/2023 12:00:00 AM,Overall,Overall,Overall,0,108.3
New Mexico,2022-2023,23,06/10/2023 12:00:00 AM,Overall,Overall,Overall,0.1,108.4
New Mexico,2022-2023,24,06/17/2023 12:00:00 AM,Overall,Overall,Overall,0,108.4
New Mexico,2022-2023,25,06/24/2023 12:00:00 AM,Overall,Overall,Overall,0,108.4
New Mexico,2022-2023,26,07/01/2023 12:00:00 AM,Overall,Overall,Overall,0,108.4
New Mexico,2022-2023,27,07/08/2023 12:00:00 AM,Overall,Overall,Overall,0,108.4
New Mexico,2022-2023,28,07/15/2023 12:00:00 AM,Overall,Overall,Overall,0.1,108.6
New Mexico,2022-2023,29,07/22/2023 12:00:00 AM,Overall,Overall,Overall,0,108.6
New Mexico,2022-2023,30,07/29/2023 12:00:00 AM,Overall,Overall,Overall,0,108.6
New Mexico,2022-2023,31,08/05/2023 12:00:00 AM,Overall,Overall,Overall,0.1,108.7
New Mexico,2022-2023,32,08/12/2023 12:00:00 AM,Overall,Overall,Overall,0,108.7
New Mexico,2022-2023,33,08/19/2023 12:00:00 AM,Overall,Overall,Overall,0,108.7
New Mexico,2022-2023,34,08/26/2023 12:00:00 AM,Overall,Overall,Overall,0,108.7
New Mexico,2022-2023,35,09/02/2023 12:00:00 AM,Overall,Overall,Overall,0,108.7
New Mexico,2022-2023,36,09/09/2023 12:00:00 AM,Overall,Overall,Overall,0.1,108.9
New Mexico,2022-2023,37,09/16/2023 12:00:00 AM,Overall,Overall,Overall,0,108.9
New Mexico,2022-2023,38,09/23/2023 12:00:00 AM,Overall,Overall,Overall,0.3,109.1
New Mexico,2022-2023,39,09/30/2023 12:00:00 AM,Overall,Overall,Overall,0,109.1
New York,2022-2023,40,10/08/2022 12:00:00 AM,Overall,Overall,Overall,1.8,1.8
New York,2022-2023,41,10/15/2022 12:00:00 AM,Overall,Overall,Overall,3.8,5.6
New York,2022-2023,42,10/22/2022 12:00:00 AM,Overall,Overall,Overall,3.9,9.5
New York,2022-2023,43,10/29/2022 12:00:00 AM,Overall,Overall,Overall,6.1,15.7
New York,2022-2023,44,11/05/2022 12:00:00 AM,Overall,Overall,Overall,8.3,24
New York,2022-2023,45,11/12/2022 12:00:00 AM,Overall,Overall,Overall,8.3,32.3
New York,2022-2023,46,11/19/2022 12:00:00 AM,Overall,Overall,Overall,6.9,39.2
New York,2022-2023,47,11/26/2022 12:00:00 AM,Overall,Overall,Overall,4,43.2
New York,2022-2023,48,12/03/2022 12:00:00 AM,Overall,Overall,Overall,5.3,48.5
New York,2022-2023,49,12/10/2022 12:00:00 AM,Overall,Overall,Overall,3.9,52.4
New York,2022-2023,50,12/17/2022 12:00:00 AM,Overall,Overall,Overall,2.7,55.1
New York,2022-2023,51,12/24/2022 12:00:00 AM,Overall,Overall,Overall,1.8,56.9
New York,2022-2023,52,12/31/2022 12:00:00 AM,Overall,Overall,Overall,2,58.9
New York,2022-2023,1,01/07/2023 12:00:00 AM,Overall,Overall,Overall,1.6,60.6
New York,2022-2023,2,01/14/2023 12:00:00 AM,Overall,Overall,Overall,1.3,61.8
New York,2022-2023,3,01/21/2023 12:00:00 AM,Overall,Overall,Overall,0.6,62.5
New York,2022-2023,4,01/28/2023 12:00:00 AM,Overall,Overall,Overall,0.6,63.1
New York,2022-2023,5,02/04/2023 12:00:00 AM,Overall,Overall,Overall,0.7,63.8
New York,2022-2023,6,02/11/2023 12:00:00 AM,Overall,Overall,Overall,0.6,64.3
New York,2022-2023,7,02/18/2023 12:00:00 AM,Overall,Overall,Overall,0.6,64.9
New York,2022-2023,8,02/25/2023 12:00:00 AM,Overall,Overall,Overall,0.2,65.2
New York,2022-2023,9,03/04/2023 12:00:00 AM,Overall,Overall,Overall,0.6,65.8
New York,2022-2023,10,03/11/2023 12:00:00 AM,Overall,Overall,Overall,0.7,66.5
New York,2022-2023,11,03/18/2023 12:00:00 AM,Overall,Overall,Overall,0.6,67
New York,2022-2023,12,03/25/2023 12:00:00 AM,Overall,Overall,Overall,0.3,67.3
New York,2022-2023,13,04/01/2023 12:00:00 AM,Overall,Overall,Overall,0.2,67.5
New York,2022-2023,14,04/08/2023 12:00:00 AM,Overall,Overall,Overall,0.4,67.9
New York,2022-2023,15,04/15/2023 12:00:00 AM,Overall,Overall,Overall,0.3,68.3
New York,2022-2023,16,04/22/2023 12:00:00 AM,Overall,Overall,Overall,0.3,68.6
New York,2022-2023,17,04/29/2023 12:00:00 AM,Overall,Overall,Overall,0.2,68.8
New York,2022-2023,18,05/06/2023 12:00:00 AM,Overall,Overall,Overall,0.2,68.9
New York,2022-2023,19,05/13/2023 12:00:00 AM,Overall,Overall,Overall,0,68.9
New York,2022-2023,20,05/20/2023 12:00:00 AM,Overall,Overall,Overall,0.1,69.1
New York,2022-2023,21,05/27/2023 12:00:00 AM,Overall,Overall,Overall,0.1,69.2
New York,2022-2023,22,06/03/2023 12:00:00 AM,Overall,Overall,Overall,0.1,69.2
New York,2022-2023,23,06/10/2023 12:00:00 AM,Overall,Overall,Overall,0,69.2
New York,2022-2023,24,06/17/2023 12:00:00 AM,Overall,Overall,Overall,0,69.2
New York,2022-2023,25,06/24/2023 12:00:00 AM,Overall,Overall,Overall,0,69.2
New York,2022-2023,26,07/01/2023 12:00:00 AM,Overall,Overall,Overall,0,69.2
New York,2022-2023,27,07/08/2023 12:00:00 AM,Overall,Overall,Overall,0,69.2
New York,2022-2023,28,07/15/2023 12:00:00 AM,Overall,Overall,Overall,0.1,69.3
New York,2022-2023,29,07/22/2023 12:00:00 AM,Overall,Overall,Overall,0,69.3
New York,2022-2023,30,07/29/2023 12:00:00 AM,Overall,Overall,Overall,0,69.3
New York,2022-2023,31,08/05/2023 12:00:00 AM,Overall,Overall,Overall,0,69.3
New York,2022-2023,32,08/12/2023 12:00:00 AM,Overall,Overall,Overall,0.1,69.3
New York,2022-2023,33,08/19/2023 12:00:00 AM,Overall,Overall,Overall,0.1,69.4
New York,2022-2023,34,08/26/2023 12:00:00 AM,Overall,Overall,Overall,0,69.4
New York,2022-2023,35,09/02/2023 12:00:00 AM,Overall,Overall,Overall,0.1,69.5
New York,2022-2023,36,09/09/2023 12:00:00 AM,Overall,Overall,Overall,0.2,69.7
New York,2022-2023,37,09/16/2023 12:00:00 AM,Overall,Overall,Overall,0.1,69.7
New York,2022-2023,38,09/23/2023 12:00:00 AM,Overall,Overall,Overall,0.1,69.8
New York,2022-2023,39,09/30/2023 12:00:00 AM,Overall,Overall,Overall,0.2,70
Oregon,2022-2023,40,10/08/2022 12:00:00 AM,Overall,Overall,Overall,0.3,0.3
Oregon,2022-2023,41,10/15/2022 12:00:00 AM,Overall,Overall,Overall,0.5,0.8
Oregon,2022-2023,42,10/22/2022 12:00:00 AM,Overall,Overall,Overall,0.7,1.5
Oregon,2022-2023,43,10/29/2022 12:00:00 AM,Overall,Overall,Overall,0.7,2.1
Oregon,2022-2023,44,11/05/2022 12:00:00 AM,Overall,Overall,Overall,2.3,4.4
Oregon,2022-2023,45,11/12/2022 12:00:00 AM,Overall,Overall,Overall,1.8,6.2
Oregon,2022-2023,46,11/19/2022 12:00:00 AM,Overall,Overall,Overall,3.5,9.7
Oregon,2022-2023,47,11/26/2022 12:00:00 AM,Overall,Overall,Overall,3.2,12.8
Oregon,2022-2023,48,12/03/2022 12:00:00 AM,Overall,Overall,Overall,4.6,17.4
Oregon,2022-2023,49,12/10/2022 12:00:00 AM,Overall,Overall,Overall,3.6,21
Oregon,2022-2023,50,12/17/2022 12:00:00 AM,Overall,Overall,Overall,2.9,23.9
Oregon,2022-2023,51,12/24/2022 12:00:00 AM,Overall,Overall,Overall,2.2,26.1
Oregon,2022-2023,52,12/31/2022 12:00:00 AM,Overall,Overall,Overall,2.2,28.3
Oregon,2022-2023,1,01/07/2023 12:00:00 AM,Overall,Overall,Overall,1.8,30.1
Oregon,2022-2023,2,01/14/2023 12:00:00 AM,Overall,Overall,Overall,1,31.1
Oregon,2022-2023,3,01/21/2023 12:00:00 AM,Overall,Overall,Overall,1.2,32.3
Oregon,2022-2023,4,01/28/2023 12:00:00 AM,Overall,Overall,Overall,0.7,33
Oregon,2022-2023,5,02/04/2023 12:00:00 AM,Overall,Overall,Overall,0.7,33.7
Oregon,2022-2023,6,02/11/2023 12:00:00 AM,Overall,Overall,Overall,0.4,34.1
Oregon,2022-2023,7,02/18/2023 12:00:00 AM,Overall,Overall,Overall,0.5,34.6
Oregon,2022-2023,8,02/25/2023 12:00:00 AM,Overall,Overall,Overall,0.3,34.9
Oregon,2022-2023,9,03/04/2023 12:00:00 AM,Overall,Overall,Overall,0.2,35.1
Oregon,2022-2023,10,03/11/2023 12:00:00 AM,Overall,Overall,Overall,0.2,35.3
Oregon,2022-2023,11,03/18/2023 12:00:00 AM,Overall,Overall,Overall,0.3,35.5
Oregon,2022-2023,12,03/25/2023 12:00:00 AM,Overall,Overall,Overall,0.1,35.6
Oregon,2022-2023,13,04/01/2023 12:00:00 AM,Overall,Overall,Overall,0.1,35.7
Oregon,2022-2023,14,04/08/2023 12:00:00 AM,Overall,Overall,Overall,0.1,35.7
Oregon,2022-2023,15,04/15/2023 12:00:00 AM,Overall,Overall,Overall,0.2,35.9
Oregon,2022-2023,16,04/22/2023 12:00:00 AM,Overall,Overall,Overall,0.1,36
Oregon,2022-2023,17,04/29/2023 12:00:00 AM,Overall,Overall,Overall,0,36
Oregon,2022-2023,18,05/06/2023 12:00:00 AM,Overall,Overall,Overall,0.1,36.1
Oregon,2022-2023,19,05/13/2023 12:00:00 AM,Overall,Overall,Overall,0,36.1
Oregon,2022-2023,20,05/20/2023 12:00:00 AM,Overall,Overall,Overall,0,36.1
Oregon,2022-2023,21,05/27/2023 12:00:00 AM,Overall,Overall,Overall,0,36.1
Oregon,2022-2023,22,06/03/2023 12:00:00 AM,Overall,Overall,Overall,0,36.1
Oregon,2022-2023,23,06/10/2023 12:00:00 AM,Overall,Overall,Overall,0.1,36.1
Oregon,2022-2023,24,06/17/2023 12:00:00 AM,Overall,Overall,Overall,0,36.1
Oregon,2022-2023,25,06/24/2023 12:00:00 AM,Overall,Overall,Overall,0.1,36.2
Oregon,2022-2023,26,07/01/2023 12:00:00 AM,Overall,Overall,Overall,0,36.2
Oregon,2022-2023,27,07/08/2023 12:00:00 AM,Overall,Overall,Overall,0,36.2
Oregon,2022-2023,28,07/15/2023 12:00:00 AM,Overall,Overall,Overall,0,36.2
Oregon,2022-2023,29,07/22/2023 12:00:00 AM,Overall,Overall,Overall,0.1,36.2
Oregon,2022-2023,30,07/29/2023 12:00:00 AM,Overall,Overall,Overall,0,36.2
Oregon,2022-2023,31,08/05/2023 12:00:00 AM,Overall,Overall,Overall,0.1,36.3
